time,P,G(i),H_sun,T2m,WS10m,Int
20190701:1910,0.0,0.0,0.0,23.07,2.97,0.0
20190701:2010,0.0,0.0,0.0,21.85,2.69,0.0
20190701:2110,0.0,0.0,0.0,20.71,2.55,0.0
20190701:2210,0.0,0.0,0.0,19.77,2.62,0.0
20190701:2310,0.0,0.0,0.0,18.88,2.76,0.0
20190702:0010,0.0,0.0,0.0,17.92,2.76,0.0
20190702:0110,0.0,0.0,0.0,16.96,2.48,0.0
20190702:0210,0.0,0.0,0.0,16.06,2.14,0.0
20190702:0310,0.0,0.0,0.0,15.31,1.93,0.0
20190702:0410,23.88,42.96,7.74,14.84,1.86,0.0
20190702:0510,71.75,129.09,16.51,15.1,2.62,0.0
20190702:0610,259.45,341.16,25.8,15.66,2.83,0.0
20190702:0710,434.33,539.71,35.26,16.83,2.41,0.0
20190702:0810,516.4,641.13,44.47,18.23,3.17,0.0
20190702:0910,639.94,804.24,52.83,19.28,3.59,0.0
20190702:1010,392.62,491.19,59.26,19.99,3.72,0.0
20190702:1110,450.2,565.05,62.17,20.63,3.72,0.0
20190702:1210,556.05,701.08,60.4,20.94,3.79,0.0
20190702:1310,424.71,532.04,54.7,20.73,3.86,0.0
20190702:1410,521.73,653.03,46.7,20.8,3.93,0.0
20190702:1510,285.06,361.23,37.63,20.37,3.93,0.0
20190702:1610,191.02,256.08,28.19,20.13,3.79,0.0
20190702:1710,43.0,85.03,18.83,19.67,3.52,0.0
20190702:1810,24.64,44.64,9.9,18.98,3.17,0.0
20190702:1910,0.0,0.0,0.0,17.96,2.97,0.0
20190702:2010,0.0,0.0,0.0,16.94,2.41,0.0
20190702:2110,0.0,0.0,0.0,16.05,2.0,0.0
20190702:2210,0.0,0.0,0.0,15.25,1.72,0.0
20190702:2310,0.0,0.0,0.0,14.36,1.59,0.0
20190703:0010,0.0,0.0,0.0,13.28,1.31,0.0
20190703:0110,0.0,0.0,0.0,12.92,0.97,0.0
20190703:0210,0.0,0.0,0.0,13.56,0.69,0.0
20190703:0310,0.0,0.0,0.0,12.63,0.83,0.0
20190703:0410,22.29,40.43,7.65,11.96,0.9,0.0
20190703:0510,77.65,130.22,16.43,13.0,0.62,0.0
20190703:0610,252.14,330.16,25.72,14.34,1.38,0.0
20190703:0710,441.66,548.34,35.17,14.61,1.38,0.0
20190703:0810,496.96,619.34,44.39,16.05,1.59,0.0
20190703:0910,413.08,516.67,52.74,17.12,1.59,0.0
20190703:1010,512.9,648.25,59.18,17.89,1.66,0.0
20190703:1110,655.43,845.27,62.09,18.82,1.79,0.0
20190703:1210,687.32,888.2,60.34,19.44,2.07,0.0
20190703:1310,589.73,750.51,54.66,20.03,2.41,0.0
20190703:1410,529.38,667.68,46.67,20.47,2.83,0.0
20190703:1510,389.39,493.99,37.61,20.42,3.17,0.0
20190703:1610,203.59,284.49,28.17,19.96,3.38,0.0
20190703:1710,44.39,86.66,18.8,19.23,3.31,0.0
20190703:1810,27.27,48.01,9.86,18.32,3.1,0.0
20190703:1910,0.0,0.0,0.0,17.53,2.48,0.0
20190703:2010,0.0,0.0,0.0,16.45,2.34,0.0
20190703:2110,0.0,0.0,0.0,15.44,2.14,0.0
20190703:2210,0.0,0.0,0.0,14.61,1.86,0.0
20190703:2310,0.0,0.0,0.0,13.76,1.66,0.0
20190704:0010,0.0,0.0,0.0,13.0,1.52,0.0
20190704:0110,0.0,0.0,0.0,12.32,1.59,0.0
20190704:0210,0.0,0.0,0.0,11.56,1.52,0.0
20190704:0310,0.0,0.0,0.0,10.7,1.38,0.0
20190704:0410,23.14,41.28,7.56,10.31,1.17,0.0
20190704:0510,73.82,128.08,16.34,11.81,1.38,0.0
20190704:0610,253.46,329.6,25.63,12.83,1.66,0.0
20190704:0710,437.63,541.8,35.08,13.78,1.24,0.0
20190704:0810,582.8,735.23,44.3,15.25,0.97,0.0
20190704:0910,688.13,897.54,52.65,16.74,0.69,0.0
20190704:1010,729.32,968.13,59.08,18.14,0.76,0.0
20190704:1110,759.66,1021.37,62.0,19.43,0.83,0.0
20190704:1210,726.9,971.98,60.27,20.53,0.97,0.0
20190704:1310,622.75,815.22,54.61,21.44,1.24,0.0
20190704:1410,532.1,685.89,46.63,22.05,1.59,0.0
20190704:1510,390.97,504.67,37.57,22.31,2.07,0.0
20190704:1610,200.44,285.55,28.14,22.11,2.41,0.0
20190704:1710,54.8,97.65,18.77,21.54,2.34,0.0
20190704:1810,33.31,56.44,9.82,20.72,2.14,0.0
20190704:1910,0.0,0.0,0.0,19.43,1.86,0.0
20190704:2010,0.0,0.0,0.0,18.06,1.72,0.0
20190704:2110,0.0,0.0,0.0,16.88,1.59,0.0
20190704:2210,0.0,0.0,0.0,15.63,1.45,0.0
20190704:2310,0.0,0.0,0.0,15.07,1.45,0.0
20190705:0010,0.0,0.0,0.0,14.69,1.52,0.0
20190705:0110,0.0,0.0,0.0,14.74,1.66,0.0
20190705:0210,0.0,0.0,0.0,14.92,1.72,0.0
20190705:0310,0.0,0.0,0.0,14.49,1.86,0.0
20190705:0410,2.76,11.79,7.46,14.74,1.86,0.0
20190705:0510,21.46,39.89,16.25,15.86,1.93,0.0
20190705:0610,133.64,177.65,25.53,16.89,2.07,0.0
20190705:0710,173.67,224.4,34.99,17.46,2.14,0.0
20190705:0810,230.75,293.3,44.2,18.62,2.55,0.0
20190705:0910,698.65,888.46,52.55,19.9,3.17,0.0
20190705:1010,679.48,868.08,58.99,21.48,3.66,0.0
20190705:1110,468.36,592.45,61.91,22.59,4.0,0.0
20190705:1210,518.68,659.21,60.2,23.69,4.28,0.0
20190705:1310,643.43,822.76,54.55,24.3,4.41,0.0
20190705:1410,537.03,679.83,46.59,24.75,5.1,0.0
20190705:1510,382.37,490.78,37.53,24.74,4.97,0.0
20190705:1610,197.16,282.03,28.1,24.05,4.48,0.0
20190705:1710,56.4,99.51,18.73,23.54,3.93,0.0
20190705:1810,31.7,54.75,9.78,22.73,2.83,0.0
20190705:1910,0.0,0.0,0.0,21.43,2.0,0.0
20190705:2010,0.0,0.0,0.0,20.04,1.52,0.0
20190705:2110,0.0,0.0,0.0,18.38,1.17,0.0
20190705:2210,0.0,0.0,0.0,19.4,0.55,0.0
20190705:2310,0.0,0.0,0.0,17.68,0.97,0.0
20190706:0010,0.0,0.0,0.0,15.95,1.52,0.0
20190706:0110,0.0,0.0,0.0,15.18,1.66,0.0
20190706:0210,0.0,0.0,0.0,14.41,1.66,0.0
20190706:0310,0.0,0.0,0.0,14.17,1.79,0.0
20190706:0410,4.65,15.16,7.36,14.47,1.86,0.0
20190706:0510,60.96,90.9,16.15,16.32,1.66,0.0
20190706:0610,134.63,181.16,25.44,19.51,1.86,0.0
20190706:0710,210.72,272.35,34.89,21.07,2.62,0.0
20190706:0810,405.91,511.27,44.1,22.24,3.66,0.0
20190706:0910,672.56,859.82,52.45,23.24,4.07,0.0
20190706:1010,650.8,835.2,58.88,23.94,4.21,0.0
20190706:1110,577.39,741.59,61.81,25.09,4.28,0.0
20190706:1210,696.87,905.8,60.12,25.93,4.34,0.0
20190706:1310,566.32,729.74,54.49,26.65,4.41,0.0
20190706:1410,268.24,349.4,46.54,27.02,4.48,0.0
20190706:1510,290.55,379.07,37.49,27.03,4.41,0.0
20190706:1610,98.05,139.87,28.06,26.62,4.28,0.0
20190706:1710,50.95,94.54,18.68,26.03,3.86,0.0
20190706:1810,24.47,45.49,9.73,25.05,2.83,0.0
20190706:1910,0.0,0.0,0.0,23.59,3.38,0.0
20190706:2010,0.0,0.0,0.0,21.73,2.83,0.0
20190706:2110,0.0,0.0,0.0,20.25,2.62,0.0
20190706:2210,0.0,0.0,0.0,18.87,2.97,0.0
20190706:2310,0.0,0.0,0.0,17.5,2.9,0.0
20190707:0010,0.0,0.0,0.0,16.39,2.69,0.0
20190707:0110,0.0,0.0,0.0,15.77,2.28,0.0
20190707:0210,0.0,0.0,0.0,15.28,2.41,0.0
20190707:0310,0.0,0.0,0.0,14.76,2.69,0.0
20190707:0410,8.32,21.06,7.26,14.04,2.69,0.0
20190707:0510,8.21,20.85,16.04,13.54,2.62,0.0
20190707:0610,45.4,69.81,25.33,13.43,2.62,0.0
20190707:0710,189.39,239.02,34.79,14.0,2.55,0.0
20190707:0810,261.09,323.19,44.0,14.41,2.69,0.0
20190707:0910,432.36,530.2,52.35,15.79,3.31,0.0
20190707:1010,398.74,491.06,58.77,16.89,3.86,0.0
20190707:1110,548.84,680.3,61.71,17.82,4.0,0.0
20190707:1210,458.85,567.92,60.03,18.15,4.0,0.0
20190707:1310,469.49,580.92,54.42,18.52,4.14,0.0
20190707:1410,436.0,538.66,46.48,18.59,4.28,0.0
20190707:1510,360.58,450.18,37.44,18.53,4.34,0.0
20190707:1610,181.87,239.34,28.01,18.04,4.41,0.0
20190707:1710,62.64,104.38,18.63,17.43,4.28,0.0
20190707:1810,28.78,49.7,9.67,16.87,3.72,0.0
20190707:1910,0.0,0.0,0.0,15.55,3.24,0.0
20190707:2010,0.0,0.0,0.0,14.91,2.55,0.0
20190707:2110,0.0,0.0,0.0,14.18,2.07,0.0
20190707:2210,0.0,0.0,0.0,13.67,1.72,0.0
20190707:2310,0.0,0.0,0.0,13.09,1.52,0.0
20190708:0010,0.0,0.0,0.0,12.69,1.52,0.0
20190708:0110,0.0,0.0,0.0,12.26,1.52,0.0
20190708:0210,0.0,0.0,0.0,11.71,1.52,0.0
20190708:0310,0.0,0.0,0.0,10.98,1.59,0.0
20190708:0410,0.09,5.9,7.15,10.72,1.52,0.0
20190708:0510,48.12,72.89,15.94,11.73,1.79,0.0
20190708:0610,164.37,211.2,25.23,12.55,2.41,0.0
20190708:0710,192.26,241.07,34.68,13.24,3.24,0.0
20190708:0810,345.01,419.7,43.89,14.26,3.86,0.0
20190708:0910,444.04,540.15,52.23,15.22,4.21,0.0
20190708:1010,360.11,440.89,58.66,15.64,4.28,0.0
20190708:1110,235.79,294.79,61.6,15.97,4.14,0.0
20190708:1210,169.84,217.59,59.93,15.99,3.93,0.0
20190708:1310,118.31,157.76,54.34,16.58,3.79,0.0
20190708:1410,222.46,280.1,46.42,16.57,3.52,0.0
20190708:1510,182.75,233.57,37.38,16.48,3.31,0.0
20190708:1610,66.32,96.1,27.95,16.27,2.9,0.0
20190708:1710,57.3,85.24,18.58,16.16,2.97,0.0
20190708:1810,23.18,42.12,9.61,15.51,2.97,0.0
20190708:1910,0.0,0.0,0.0,14.33,2.9,0.0
20190708:2010,0.0,0.0,0.0,13.59,2.55,0.0
20190708:2110,0.0,0.0,0.0,12.98,2.28,0.0
20190708:2210,0.0,0.0,0.0,12.37,1.86,0.0
20190708:2310,0.0,0.0,0.0,12.08,1.79,0.0
20190709:0010,0.0,0.0,0.0,11.74,1.72,0.0
20190709:0110,0.0,0.0,0.0,11.4,1.79,0.0
20190709:0210,0.0,0.0,0.0,11.04,1.86,0.0
20190709:0310,0.0,0.0,0.0,10.67,1.93,0.0
20190709:0410,6.85,18.53,7.04,10.4,1.86,0.0
20190709:0510,29.1,48.96,15.83,10.72,2.21,0.0
20190709:0610,84.84,116.0,25.12,11.44,2.62,0.0
20190709:0710,165.73,209.97,34.58,12.29,2.48,0.0
20190709:0810,221.54,274.98,43.78,12.85,2.69,0.0
20190709:0910,103.39,138.72,52.12,13.82,3.1,0.0
20190709:1010,193.95,244.79,58.54,14.64,3.24,0.0
20190709:1110,195.73,248.42,61.48,16.0,3.17,0.0
20190709:1210,328.0,405.38,59.83,16.25,3.45,0.0
20190709:1310,167.55,214.87,54.26,15.86,3.72,0.0
20190709:1410,357.75,439.41,46.35,15.95,3.59,0.0
20190709:1510,133.2,174.95,37.32,16.05,3.45,0.0
20190709:1610,144.78,189.89,27.89,15.97,3.45,0.0
20190709:1710,85.49,124.32,18.51,15.64,3.45,0.0
20190709:1810,29.06,49.7,9.54,14.94,3.24,0.0
20190709:1910,0.0,0.0,0.0,13.8,2.41,0.0
20190709:2010,0.0,0.0,0.0,13.06,1.93,0.0
20190709:2110,0.0,0.0,0.0,12.54,1.59,0.0
20190709:2210,0.0,0.0,0.0,12.2,1.52,0.0
20190709:2310,0.0,0.0,0.0,11.89,1.59,0.0
20190710:0010,0.0,0.0,0.0,11.27,1.72,0.0
20190710:0110,0.0,0.0,0.0,10.94,1.79,0.0
20190710:0210,0.0,0.0,0.0,10.57,1.72,0.0
20190710:0310,0.0,0.0,0.0,10.28,1.59,0.0
20190710:0410,13.16,27.8,6.92,9.92,1.38,0.0
20190710:0510,79.89,123.84,15.71,10.62,1.31,0.0
20190710:0610,194.91,249.27,25.01,11.97,1.93,0.0
20190710:0710,336.5,411.39,34.46,12.97,2.28,0.0
20190710:0810,300.1,368.82,43.67,13.96,2.41,0.0
20190710:0910,468.05,574.61,52.0,14.91,2.62,0.0
20190710:1010,728.65,924.71,58.41,16.44,2.55,0.0
20190710:1110,774.88,996.3,61.36,17.75,2.62,0.0
20190710:1210,751.2,967.76,59.73,18.99,2.62,0.0
20190710:1310,672.66,861.26,54.17,19.53,2.34,0.0
20190710:1410,548.38,696.35,46.28,20.06,2.07,0.0
20190710:1510,359.72,458.42,37.25,20.17,2.07,0.0
20190710:1610,193.29,260.71,27.83,20.07,2.34,0.0
20190710:1710,84.73,122.36,18.45,19.65,2.41,0.0
20190710:1810,9.16,22.74,9.47,18.99,1.86,0.0
20190710:1910,0.0,0.0,0.0,18.15,1.45,0.0
20190710:2010,0.0,0.0,0.0,16.9,1.31,0.0
20190710:2110,0.0,0.0,0.0,15.82,0.9,0.0
20190710:2210,0.0,0.0,0.0,15.75,0.76,0.0
20190710:2310,0.0,0.0,0.0,14.95,0.9,0.0
20190711:0010,0.0,0.0,0.0,14.57,0.97,0.0
20190711:0110,0.0,0.0,0.0,14.42,0.97,0.0
20190711:0210,0.0,0.0,0.0,14.57,1.1,0.0
20190711:0310,0.0,0.0,0.0,14.34,0.97,0.0
20190711:0410,11.69,26.11,6.8,14.06,0.83,0.0
20190711:0510,24.4,43.52,15.59,13.91,0.48,0.0
20190711:0610,90.86,125.02,24.89,13.93,0.07,0.0
20190711:0710,129.85,171.7,34.35,15.34,0.62,0.0
20190711:0810,230.54,292.38,43.55,16.24,0.76,0.0
20190711:0910,405.57,511.18,51.87,18.05,1.17,0.0
20190711:1010,422.38,534.67,58.28,19.2,1.52,0.0
20190711:1110,308.47,391.19,61.23,19.31,1.66,0.0
20190711:1210,199.62,258.7,59.61,19.84,1.72,0.0
20190711:1310,74.64,107.89,54.08,19.95,1.79,0.0
20190711:1410,86.13,121.49,46.2,19.4,2.21,0.0
20190711:1510,54.47,82.5,37.18,18.48,2.62,0.0
20190711:1610,88.19,122.99,27.75,17.46,2.48,0.0
20190711:1710,59.35,87.96,18.37,16.59,2.14,0.0
20190711:1810,6.11,17.69,9.39,15.96,1.86,0.0
20190711:1910,0.0,0.0,0.0,15.25,1.45,0.0
20190711:2010,0.0,0.0,0.0,14.91,1.72,0.0
20190711:2110,0.0,0.0,0.0,14.63,2.07,0.0
20190711:2210,0.0,0.0,0.0,14.41,2.07,0.0
20190711:2310,0.0,0.0,0.0,14.19,1.86,0.0
20190712:0010,0.0,0.0,0.0,14.0,1.79,0.0
20190712:0110,0.0,0.0,0.0,13.79,2.0,0.0
20190712:0210,0.0,0.0,0.0,13.66,2.07,0.0
20190712:0310,0.0,0.0,0.0,13.65,2.07,0.0
20190712:0410,4.18,14.32,6.67,13.67,2.0,0.0
20190712:0510,76.38,116.59,15.47,14.37,1.86,0.0
20190712:0610,210.84,275.79,24.77,15.77,2.0,0.0
20190712:0710,323.5,402.25,34.23,17.03,2.76,0.0
20190712:0810,435.59,542.15,43.42,18.09,2.41,0.0
20190712:0910,493.8,621.49,51.74,19.49,2.41,0.0
20190712:1010,281.28,358.06,58.14,20.52,2.41,0.0
20190712:1110,90.8,127.84,61.09,20.71,2.21,0.0
20190712:1210,653.67,844.68,59.49,20.78,2.21,0.0
20190712:1310,463.46,588.86,53.98,21.13,2.21,0.0
20190712:1410,127.42,172.26,46.11,20.88,2.0,0.0
20190712:1510,32.4,55.31,37.1,20.86,1.45,0.0
20190712:1610,26.93,48.05,27.68,20.69,1.45,0.0
20190712:1710,19.11,37.17,18.29,19.08,1.86,0.0
20190712:1810,3.62,13.48,9.3,17.21,1.66,0.0
20190712:1910,0.0,0.0,0.0,16.45,1.79,0.0
20190712:2010,0.0,0.0,0.0,14.99,1.59,0.0
20190712:2110,0.0,0.0,0.0,14.57,1.31,0.0
20190712:2210,0.0,0.0,0.0,14.35,1.38,0.0
20190712:2310,0.0,0.0,0.0,14.1,1.66,0.0
20190713:0010,0.0,0.0,0.0,13.97,1.93,0.0
20190713:0110,0.0,0.0,0.0,13.76,2.55,0.0
20190713:0210,0.0,0.0,0.0,13.75,2.9,0.0
20190713:0310,0.0,0.0,0.0,13.5,3.1,0.0
20190713:0410,1.92,10.11,6.54,13.37,3.52,0.0
20190713:0510,19.74,37.17,15.35,13.26,3.66,0.0
20190713:0610,73.43,103.36,24.65,13.51,3.79,0.0
20190713:0710,137.93,179.16,34.1,14.27,3.17,0.0
20190713:0810,250.37,311.18,43.3,15.3,3.17,0.0
20190713:0910,270.92,336.75,51.61,16.35,3.66,0.0
20190713:1010,116.37,155.94,58.0,17.27,3.79,0.0
20190713:1110,120.68,161.38,60.95,17.79,3.79,0.0
20190713:1210,335.89,418.35,59.36,18.42,3.72,0.0
20190713:1310,424.49,523.95,53.87,17.69,3.79,0.0
20190713:1410,383.7,475.0,46.02,17.98,3.52,0.0
20190713:1510,312.74,390.54,37.02,17.5,3.52,0.0
20190713:1610,103.9,141.72,27.59,17.73,3.52,0.0
20190713:1710,38.69,62.56,18.2,17.63,3.1,0.0
20190713:1810,16.8,33.69,9.21,17.18,2.97,0.0
20190713:1910,0.0,0.0,0.0,15.55,2.76,0.0
20190713:2010,0.0,0.0,0.0,14.78,2.48,0.0
20190713:2110,0.0,0.0,0.0,14.38,2.14,0.0
20190713:2210,0.0,0.0,0.0,14.12,2.0,0.0
20190713:2310,0.0,0.0,0.0,13.92,2.0,0.0
20190714:0010,0.0,0.0,0.0,13.71,1.93,0.0
20190714:0110,0.0,0.0,0.0,13.69,1.79,0.0
20190714:0210,0.0,0.0,0.0,13.53,1.79,0.0
20190714:0310,0.0,0.0,0.0,13.36,1.79,0.0
20190714:0410,0.0,5.05,6.41,13.1,1.72,0.0
20190714:0510,25.93,45.33,15.22,13.07,1.72,0.0
20190714:0610,153.52,199.28,24.52,13.17,1.86,0.0
20190714:0710,74.14,104.26,33.98,13.36,2.62,0.0
20190714:0810,118.11,155.94,43.17,13.78,2.69,0.0
20190714:0910,117.5,155.94,51.47,14.7,2.34,0.0
20190714:1010,169.37,217.59,57.85,15.44,2.0,0.0
20190714:1110,112.78,151.41,60.8,15.96,1.79,0.0
20190714:1210,200.63,255.99,59.23,16.54,1.79,0.0
20190714:1310,157.93,205.81,53.75,17.26,1.93,0.0
20190714:1410,336.2,420.75,45.92,17.73,1.93,0.0
20190714:1510,289.91,366.38,36.92,18.0,1.93,0.0
20190714:1610,144.06,191.59,27.5,17.92,2.07,0.0
20190714:1710,71.25,103.32,18.11,17.67,2.14,0.0
20190714:1810,24.21,43.8,9.11,17.26,2.0,0.0
20190714:1910,0.0,0.0,0.0,15.98,2.34,0.0
20190714:2010,0.0,0.0,0.0,15.19,2.34,0.0
20190714:2110,0.0,0.0,0.0,14.39,2.21,0.0
20190714:2210,0.0,0.0,0.0,13.78,2.07,0.0
20190714:2310,0.0,0.0,0.0,13.27,1.72,0.0
20190715:0010,0.0,0.0,0.0,13.19,1.52,0.0
20190715:0110,0.0,0.0,0.0,13.01,1.38,0.0
20190715:0210,0.0,0.0,0.0,12.86,1.24,0.0
20190715:0310,0.0,0.0,0.0,12.55,0.97,0.0
20190715:0410,0.4,6.74,6.27,12.7,0.9,0.0
20190715:0510,21.09,38.99,15.09,12.97,1.24,0.0
20190715:0610,91.38,125.04,24.39,13.66,1.52,0.0
20190715:0710,98.35,133.28,33.85,13.91,1.45,0.0
20190715:0810,175.05,223.94,43.03,14.92,1.66,0.0
20190715:0910,221.05,279.06,51.33,15.72,1.86,0.0
20190715:1010,190.89,244.24,57.7,16.43,1.79,0.0
20190715:1110,324.73,407.23,60.65,17.26,1.72,0.0
20190715:1210,500.38,631.82,59.09,18.26,1.79,0.0
20190715:1310,533.45,676.69,53.63,19.15,1.86,0.0
20190715:1410,517.64,655.44,45.81,19.94,2.07,0.0
20190715:1510,375.45,477.87,36.83,20.29,2.34,0.0
20190715:1610,201.83,280.76,27.41,20.15,2.55,0.0
20190715:1710,43.17,85.57,18.02,19.68,2.76,0.0
20190715:1810,25.96,46.33,9.01,18.58,2.83,0.0
20190715:1910,0.0,0.0,0.0,15.38,2.97,0.0
20190715:2010,0.0,0.0,0.0,14.26,2.55,0.0
20190715:2110,0.0,0.0,0.0,13.54,2.07,0.0
20190715:2210,0.0,0.0,0.0,13.05,2.0,0.0
20190715:2310,0.0,0.0,0.0,12.62,1.93,0.0
20190716:0010,0.0,0.0,0.0,12.27,1.79,0.0
20190716:0110,0.0,0.0,0.0,12.0,1.66,0.0
20190716:0210,0.0,0.0,0.0,11.76,1.66,0.0
20190716:0310,0.0,0.0,0.0,11.63,1.72,0.0
20190716:0410,1.95,10.11,6.13,11.62,1.86,0.0
20190716:0510,26.78,46.24,14.95,11.97,1.86,0.0
20190716:0610,57.6,84.32,24.26,12.72,3.1,0.0
20190716:0710,95.99,129.65,33.71,12.98,2.9,0.0
20190716:0810,143.18,184.95,42.89,13.7,2.9,0.0
20190716:0910,147.45,190.39,51.18,14.39,3.1,0.0
20190716:1010,144.55,187.67,57.54,15.26,3.24,0.0
20190716:1110,279.43,347.54,60.48,16.35,3.45,0.0
20190716:1210,436.36,539.06,58.94,17.37,3.59,0.0
20190716:1310,594.03,740.52,53.51,18.41,3.59,0.0
20190716:1410,535.87,668.37,45.7,19.41,3.45,0.0
20190716:1510,373.85,471.82,36.72,19.84,3.31,0.0
20190716:1610,202.06,282.71,27.31,19.95,3.24,0.0
20190716:1710,42.06,84.17,17.91,19.59,3.1,0.0
20190716:1810,25.94,46.33,8.9,18.68,2.55,0.0
20190716:1910,0.0,0.0,0.0,16.55,2.55,0.0
20190716:2010,0.0,0.0,0.0,15.57,2.34,0.0
20190716:2110,0.0,0.0,0.0,14.74,2.07,0.0
20190716:2210,0.0,0.0,0.0,14.05,1.72,0.0
20190716:2310,0.0,0.0,0.0,13.52,1.38,0.0
20190717:0010,0.0,0.0,0.0,13.1,1.1,0.0
20190717:0110,0.0,0.0,0.0,12.9,1.03,0.0
20190717:0210,0.0,0.0,0.0,12.67,1.03,0.0
20190717:0310,0.0,0.0,0.0,12.5,0.97,0.0
20190717:0410,0.09,5.9,5.98,12.46,0.83,0.0
20190717:0510,35.85,58.03,14.81,13.11,0.69,0.0
20190717:0610,102.42,138.58,24.12,14.04,1.03,0.0
20190717:0710,167.46,215.58,33.57,14.71,0.69,0.0
20190717:0810,176.01,226.99,42.75,15.71,0.48,0.0
20190717:0910,255.0,322.76,51.03,16.68,0.83,0.0
20190717:1010,315.67,397.77,57.38,17.44,1.17,0.0
20190717:1110,513.62,650.37,60.32,17.57,1.38,0.0
20190717:1210,642.04,826.57,58.79,18.11,1.45,0.0
20190717:1310,435.72,549.99,53.37,18.4,1.38,0.0
20190717:1410,456.33,575.01,45.58,18.45,1.52,0.0
20190717:1510,328.53,416.31,36.62,18.63,1.72,0.0
20190717:1610,198.95,273.08,27.2,18.56,1.79,0.0
20190717:1710,60.27,101.22,17.8,18.19,1.79,0.0
20190717:1810,26.66,47.17,8.78,17.9,1.59,0.0
20190717:1910,0.0,0.0,0.0,17.61,1.03,0.0
20190717:2010,0.0,0.0,0.0,16.54,0.69,0.0
20190717:2110,0.0,0.0,0.0,15.9,0.69,0.0
20190717:2210,0.0,0.0,0.0,14.93,0.9,0.0
20190717:2310,0.0,0.0,0.0,14.01,1.1,0.0
20190718:0010,0.0,0.0,0.0,13.56,1.03,0.0
20190718:0110,0.0,0.0,0.0,13.51,0.9,0.0
20190718:0210,0.0,0.0,0.0,13.38,0.9,0.0
20190718:0310,0.0,0.0,0.0,13.34,0.83,0.0
20190718:0410,14.14,29.48,5.83,12.84,0.9,0.0
20190718:0510,64.67,113.82,14.67,13.35,0.69,0.0
20190718:0610,229.86,307.35,23.98,15.91,0.34,0.0
20190718:0710,412.98,524.24,33.43,17.6,0.62,0.0
20190718:0810,557.9,715.86,42.61,19.16,0.97,0.0
20190718:0910,539.85,695.83,50.87,20.62,1.24,0.0
20190718:1010,487.44,627.69,57.21,21.61,1.45,0.0
20190718:1110,496.58,641.93,60.15,22.39,1.59,0.0
20190718:1210,553.76,717.77,58.63,23.11,2.07,0.0
20190718:1310,428.62,549.86,53.23,23.54,2.34,0.0
20190718:1410,188.91,249.44,45.46,23.83,2.41,0.0
20190718:1510,268.32,348.12,36.5,23.77,2.48,0.0
20190718:1610,187.65,258.29,27.09,23.44,2.69,0.0
20190718:1710,79.5,118.53,17.69,22.88,2.21,0.0
20190718:1810,12.88,28.64,8.66,21.88,1.31,0.0
20190718:1910,0.0,0.0,0.0,20.99,0.69,0.0
20190718:2010,0.0,0.0,0.0,19.22,1.24,0.0
20190718:2110,0.0,0.0,0.0,17.41,1.52,0.0
20190718:2210,0.0,0.0,0.0,16.66,1.59,0.0
20190718:2310,0.0,0.0,0.0,16.11,1.52,0.0
20190719:0010,0.0,0.0,0.0,15.9,1.45,0.0
20190719:0110,0.0,0.0,0.0,15.7,1.38,0.0
20190719:0210,0.0,0.0,0.0,15.37,1.24,0.0
20190719:0310,0.0,0.0,0.0,15.12,1.59,0.0
20190719:0410,0.0,4.21,5.68,15.05,1.72,0.0
20190719:0510,6.94,19.04,14.52,16.13,1.59,0.0
20190719:0610,38.61,62.56,23.84,17.64,1.24,0.0
20190719:0710,119.15,160.67,33.29,18.17,1.24,0.0
20190719:0810,71.17,103.36,42.46,19.27,1.79,0.0
20190719:0910,176.47,230.64,50.71,20.5,2.62,0.0
20190719:1010,95.51,133.28,57.04,20.35,2.48,0.0
20190719:1110,136.16,182.23,59.97,20.3,2.21,0.0
20190719:1210,107.24,147.78,58.46,20.96,2.55,0.0
20190719:1310,125.02,169.54,53.09,21.55,2.83,0.0
20190719:1410,432.14,543.99,45.33,21.47,3.24,0.0
20190719:1510,341.47,435.38,36.38,22.03,3.38,0.0
20190719:1610,137.35,186.51,26.97,22.13,3.31,0.0
20190719:1710,73.3,113.27,17.57,21.79,2.69,0.0
20190719:1810,21.87,41.28,8.53,21.09,1.72,0.0
20190719:1910,0.0,0.0,0.0,18.86,1.31,0.0
20190719:2010,0.0,0.0,0.0,17.84,1.59,0.0
20190719:2110,0.0,0.0,0.0,17.02,1.59,0.0
20190719:2210,0.0,0.0,0.0,16.17,1.59,0.0
20190719:2310,0.0,0.0,0.0,15.49,1.59,0.0
20190720:0010,0.0,0.0,0.0,15.05,1.66,0.0
20190720:0110,0.0,0.0,0.0,14.46,1.72,0.0
20190720:0210,0.0,0.0,0.0,14.15,1.72,0.0
20190720:0310,0.0,0.0,0.0,13.98,1.72,0.0
20190720:0410,12.87,27.8,5.53,13.96,1.66,0.0
20190720:0510,66.66,108.48,14.37,15.04,1.31,0.0
20190720:0610,208.93,278.86,23.69,17.63,1.24,0.0
20190720:0710,418.64,533.29,33.14,20.23,1.45,0.0
20190720:0810,564.75,724.15,42.3,22.21,2.07,0.0
20190720:0910,655.86,855.33,50.55,23.74,2.41,0.0
20190720:1010,667.1,878.34,56.86,25.16,2.62,0.0
20190720:1110,706.78,938.24,59.78,26.45,2.97,0.0
20190720:1210,612.28,804.08,58.29,27.5,3.38,0.0
