time,P,G(i),H_sun,T2m,WS10m,Int
20190720:1310,515.37,671.29,52.93,27.73,3.38,0.0
20190720:1410,350.49,456.42,45.19,27.81,3.1,0.0
20190720:1510,317.25,417.41,36.25,27.84,2.9,0.0
20190720:1610,173.67,241.95,26.84,26.92,3.1,0.0
20190720:1710,47.3,75.28,17.44,23.48,2.0,0.0
20190720:1810,13.36,29.48,8.4,22.98,0.76,0.0
20190720:1910,0.0,0.0,0.0,22.07,1.17,0.0
20190720:2010,0.0,0.0,0.0,21.8,0.41,0.0
20190720:2110,0.0,0.0,0.0,20.39,0.69,0.0
20190720:2210,0.0,0.0,0.0,18.78,1.17,0.0
20190720:2310,0.0,0.0,0.0,18.02,1.45,0.0
20190721:0010,0.0,0.0,0.0,17.97,1.79,0.0
20190721:0110,0.0,0.0,0.0,18.4,2.28,0.0
20190721:0210,0.0,0.0,0.0,18.23,2.28,0.0
20190721:0310,0.0,0.0,0.0,17.87,2.21,0.0
20190721:0410,7.08,19.37,5.37,17.65,2.14,0.0
20190721:0510,50.61,78.43,14.22,17.93,2.0,0.0
20190721:0610,75.78,108.78,23.54,18.82,2.07,0.0
20190721:0710,327.49,413.81,32.99,20.19,2.48,0.0
20190721:0810,361.01,454.7,42.15,21.36,3.1,0.0
20190721:0910,544.05,691.23,50.38,22.12,3.1,0.0
20190721:1010,577.64,740.77,56.68,22.59,2.9,0.0
20190721:1110,625.3,806.85,59.6,23.0,3.03,0.0
20190721:1210,622.93,804.68,58.11,23.56,3.1,0.0
20190721:1310,591.07,759.12,52.78,23.89,3.31,0.0
20190721:1410,542.25,690.98,45.05,24.04,3.59,0.0
20190721:1510,367.46,472.22,36.12,23.91,3.59,0.0
20190721:1610,194.32,273.99,26.71,23.33,3.38,0.0
20190721:1710,39.73,81.25,17.31,22.84,2.97,0.0
20190721:1810,24.84,45.49,8.26,22.13,2.41,0.0
20190721:1910,0.0,0.0,0.0,21.41,1.86,0.0
20190721:2010,0.0,0.0,0.0,20.07,1.59,0.0
20190721:2110,0.0,0.0,0.0,18.92,1.45,0.0
20190721:2210,0.0,0.0,0.0,17.87,1.38,0.0
20190721:2310,0.0,0.0,0.0,17.54,1.1,0.0
20190722:0010,0.0,0.0,0.0,17.06,1.1,0.0
20190722:0110,0.0,0.0,0.0,16.17,1.24,0.0
20190722:0210,0.0,0.0,0.0,16.34,0.97,0.0
20190722:0310,0.0,0.0,0.0,15.84,1.03,0.0
20190722:0410,8.8,21.9,5.21,15.33,1.17,0.0
20190722:0510,65.71,103.75,14.06,15.82,0.97,0.0
20190722:0610,163.69,219.63,23.39,18.64,0.48,0.0
20190722:0710,361.9,463.27,32.84,19.85,0.62,0.0
20190722:0810,337.68,432.85,41.99,21.34,0.83,0.0
20190722:0910,556.53,724.93,50.21,23.0,1.45,0.0
20190722:1010,334.64,430.02,56.49,23.6,2.34,0.0
20190722:1110,413.49,529.95,59.4,23.65,2.62,0.0
20190722:1210,314.96,406.37,57.92,24.56,2.76,0.0
20190722:1310,564.05,730.65,52.61,25.19,2.9,0.0
20190722:1410,426.61,549.5,44.9,25.55,2.83,0.0
20190722:1510,343.91,448.34,35.98,25.62,2.55,0.0
20190722:1610,190.49,273.97,26.58,25.51,2.48,0.0
20190722:1710,45.51,87.1,17.17,24.99,2.21,0.0
20190722:1810,20.31,39.59,8.11,24.07,1.72,0.0
20190722:1910,0.0,0.0,0.0,22.82,2.0,0.0
20190722:2010,0.0,0.0,0.0,21.53,1.66,0.0
20190722:2110,0.0,0.0,0.0,19.93,1.17,0.0
20190722:2210,0.0,0.0,0.0,19.24,1.17,0.0
20190722:2310,0.0,0.0,0.0,18.57,1.17,0.0
20190723:0010,0.0,0.0,0.0,17.99,1.24,0.0
20190723:0110,0.0,0.0,0.0,17.4,1.38,0.0
20190723:0210,0.0,0.0,0.0,16.84,1.59,0.0
20190723:0310,0.0,0.0,0.0,16.42,1.72,0.0
20190723:0410,11.0,25.27,5.04,16.03,1.66,0.0
20190723:0510,51.9,104.02,13.91,16.7,1.03,0.0
20190723:0610,223.09,307.02,23.24,20.42,0.48,0.0
20190723:0710,399.64,521.35,32.69,22.52,0.34,0.0
20190723:0810,530.59,703.24,41.83,23.91,0.34,0.0
20190723:0910,628.61,852.31,50.04,25.2,0.55,0.0
20190723:1010,685.13,942.2,56.3,26.34,0.83,0.0
20190723:1110,721.87,998.22,59.2,27.34,1.17,0.0
20190723:1210,677.45,927.77,57.73,28.16,1.38,0.0
20190723:1310,624.21,846.92,52.44,28.71,1.38,0.0
20190723:1410,514.1,686.47,44.75,29.04,1.45,0.0
20190723:1510,357.17,478.58,35.84,29.16,1.38,0.0
20190723:1610,186.05,275.41,26.44,29.0,1.45,0.0
20190723:1710,40.01,81.96,17.02,28.5,1.52,0.0
20190723:1810,21.15,41.28,7.96,27.29,1.52,0.0
20190723:1910,0.0,0.0,0.0,25.76,1.93,0.0
20190723:2010,0.0,0.0,0.0,23.94,1.93,0.0
20190723:2110,0.0,0.0,0.0,22.33,1.79,0.0
20190723:2210,0.0,0.0,0.0,21.05,1.72,0.0
20190723:2310,0.0,0.0,0.0,20.12,1.66,0.0
20190724:0010,0.0,0.0,0.0,19.5,1.52,0.0
20190724:0110,0.0,0.0,0.0,19.01,1.45,0.0
20190724:0210,0.0,0.0,0.0,18.36,1.45,0.0
20190724:0310,0.0,0.0,0.0,17.45,1.52,0.0
20190724:0410,10.96,25.27,4.87,16.75,1.52,0.0
20190724:0510,53.55,103.98,13.74,17.43,1.1,0.0
20190724:0610,219.51,302.79,23.08,21.53,0.69,0.0
20190724:0710,397.54,521.11,32.53,24.91,0.9,0.0
20190724:0810,535.32,713.39,41.66,27.0,0.97,0.0
20190724:0910,624.58,854.66,49.86,28.63,0.97,0.0
20190724:1010,681.74,951.58,56.11,29.88,1.03,0.0
20190724:1110,715.53,1007.34,58.99,30.86,1.24,0.0
20190724:1210,682.99,954.95,57.53,31.58,1.38,0.0
20190724:1310,621.4,858.7,52.26,32.06,1.38,0.0
20190724:1410,517.11,702.73,44.59,32.32,1.45,0.0
20190724:1510,359.39,488.34,35.69,32.37,1.66,0.0
20190724:1610,183.73,276.57,26.29,32.11,1.86,0.0
20190724:1710,38.05,80.27,16.87,31.44,2.07,0.0
20190724:1810,21.46,42.12,7.81,29.84,2.28,0.0
20190724:1910,0.0,0.0,0.0,27.94,2.76,0.0
20190724:2010,0.0,0.0,0.0,26.17,2.48,0.0
20190724:2110,0.0,0.0,0.0,24.8,2.28,0.0
20190724:2210,0.0,0.0,0.0,23.64,2.0,0.0
20190724:2310,0.0,0.0,0.0,22.35,1.79,0.0
20190725:0010,0.0,0.0,0.0,21.42,1.66,0.0
20190725:0110,0.0,0.0,0.0,20.78,1.66,0.0
20190725:0210,0.0,0.0,0.0,20.07,1.66,0.0
20190725:0310,0.0,0.0,0.0,19.39,1.66,0.0
20190725:0410,8.09,21.06,4.7,18.7,1.59,0.0
20190725:0510,58.84,104.37,13.58,19.37,1.03,0.0
20190725:0610,211.4,293.68,22.92,23.4,0.41,0.0
20190725:0710,390.56,518.28,32.37,26.32,0.48,0.0
20190725:0810,526.08,707.3,41.49,28.77,0.97,0.0
20190725:0910,636.96,868.87,49.68,30.56,1.79,0.0
20190725:1010,703.67,974.05,55.91,31.57,2.07,0.0
20190725:1110,727.89,1017.37,58.78,32.34,2.07,0.0
20190725:1210,686.47,952.83,57.33,33.0,2.21,0.0
20190725:1310,629.08,863.06,52.08,33.46,2.34,0.0
20190725:1410,514.98,694.58,44.42,33.63,2.62,0.0
20190725:1510,361.27,488.77,35.53,33.5,2.97,0.0
20190725:1610,184.66,277.15,26.14,32.91,3.24,0.0
20190725:1710,44.39,86.9,16.72,32.03,3.1,0.0
20190725:1810,20.79,41.28,7.65,30.57,2.62,0.0
20190725:1910,0.0,0.0,0.0,28.56,2.34,0.0
20190725:2010,0.0,0.0,0.0,26.72,2.14,0.0
20190725:2110,0.0,0.0,0.0,25.48,2.07,0.0
20190725:2210,0.0,0.0,0.0,24.14,2.0,0.0
20190725:2310,0.0,0.0,0.0,22.91,1.86,0.0
20190726:0010,0.0,0.0,0.0,21.98,1.79,0.0
20190726:0110,0.0,0.0,0.0,21.08,1.79,0.0
20190726:0210,0.0,0.0,0.0,20.17,1.72,0.0
20190726:0310,0.0,0.0,0.0,19.46,1.52,0.0
20190726:0410,0.0,3.37,4.53,18.98,1.45,0.0
20190726:0510,57.99,91.3,13.41,19.71,1.24,0.0
20190726:0610,212.87,291.43,22.76,22.06,1.72,0.0
20190726:0710,388.17,498.07,32.2,23.23,2.21,0.0
20190726:0810,536.43,693.7,41.32,24.98,2.41,0.0
20190726:0910,643.03,846.35,49.49,26.86,2.9,0.0
20190726:1010,685.0,912.72,55.7,28.28,3.17,0.0
20190726:1110,731.24,986.23,58.57,29.41,3.24,0.0
20190726:1210,695.25,934.32,57.12,30.15,3.38,0.0
20190726:1310,625.91,831.45,51.89,30.55,3.66,0.0
20190726:1410,523.59,687.17,44.25,30.56,3.93,0.0
20190726:1510,348.28,460.6,35.37,30.31,4.14,0.0
20190726:1610,179.12,255.72,25.98,29.72,4.07,0.0
20190726:1710,40.27,81.54,16.56,28.93,3.79,0.0
20190726:1810,20.51,40.43,7.48,27.85,3.17,0.0
20190726:1910,0.0,0.0,0.0,26.02,3.31,0.0
20190726:2010,0.0,0.0,0.0,24.66,3.1,0.0
20190726:2110,0.0,0.0,0.0,23.61,2.9,0.0
20190726:2210,0.0,0.0,0.0,22.65,2.62,0.0
20190726:2310,0.0,0.0,0.0,21.71,2.28,0.0
20190727:0010,0.0,0.0,0.0,20.77,1.93,0.0
20190727:0110,0.0,0.0,0.0,19.94,1.86,0.0
20190727:0210,0.0,0.0,0.0,19.28,1.93,0.0
20190727:0310,0.0,0.0,0.0,18.69,2.07,0.0
20190727:0410,0.0,3.37,4.35,18.21,2.28,0.0
20190727:0510,59.41,101.05,13.24,18.59,2.14,0.0
20190727:0610,202.63,272.53,22.59,20.0,2.69,0.0
20190727:0710,379.99,482.02,32.04,21.9,2.9,0.0
20190727:0810,534.26,680.09,41.15,23.65,3.31,0.0
20190727:0910,680.58,880.24,49.3,25.28,4.0,0.0
20190727:1010,746.78,980.24,55.49,26.45,4.14,0.0
20190727:1110,764.72,1012.5,58.34,27.29,4.07,0.0
20190727:1210,703.65,927.66,56.91,27.8,4.0,0.0
20190727:1310,589.61,769.18,51.69,28.21,4.0,0.0
20190727:1410,530.07,686.1,44.07,27.91,4.0,0.0
20190727:1510,301.0,392.13,35.2,26.65,3.93,0.0
20190727:1610,94.73,136.1,25.81,26.83,3.66,0.0
20190727:1710,57.6,89.73,16.39,26.43,2.97,0.0
20190727:1810,18.36,37.06,7.3,25.8,2.83,0.0
20190727:1910,0.0,0.0,0.0,24.65,2.9,0.0
20190727:2010,0.0,0.0,0.0,23.78,2.76,0.0
20190727:2110,0.0,0.0,0.0,23.08,2.48,0.0
20190727:2210,0.0,0.0,0.0,22.26,2.14,0.0
20190727:2310,0.0,0.0,0.0,21.35,2.0,0.0
20190728:0010,0.0,0.0,0.0,20.71,1.93,0.0
20190728:0110,0.0,0.0,0.0,19.98,1.66,0.0
20190728:0210,0.0,0.0,0.0,19.08,1.31,0.0
20190728:0310,0.0,0.0,0.0,18.55,1.03,0.0
20190728:0410,0.0,2.53,4.17,18.61,1.03,0.0
20190728:0510,29.19,50.77,13.07,19.19,0.83,0.0
20190728:0610,111.58,154.72,22.42,21.0,1.03,0.0
20190728:0710,269.11,346.12,31.87,20.22,0.55,0.0
20190728:0810,461.26,597.04,40.97,21.76,0.55,0.0
20190728:0910,582.67,763.03,49.11,23.32,1.38,0.0
20190728:1010,494.29,642.38,55.28,24.51,1.86,0.0
20190728:1110,377.75,489.92,58.12,25.44,2.14,0.0
20190728:1210,387.96,504.17,56.69,26.12,2.28,0.0
20190728:1310,345.46,449.76,51.49,26.83,2.48,0.0
20190728:1410,244.53,321.86,43.89,26.89,2.55,0.0
20190728:1510,179.34,241.26,35.02,26.94,2.41,0.0
20190728:1610,40.51,67.09,25.64,25.74,1.79,0.0
20190728:1710,34.98,59.84,16.22,25.73,1.24,0.0
20190728:1810,11.56,26.96,7.12,24.71,0.55,0.0
20190728:1910,0.0,0.0,0.0,23.96,1.03,0.0
20190728:2010,0.0,0.0,0.0,23.0,1.24,0.0
20190728:2110,0.0,0.0,0.0,22.43,1.45,0.0
20190728:2210,0.0,0.0,0.0,21.79,1.45,0.0
20190728:2310,0.0,0.0,0.0,21.43,1.79,0.0
20190729:0010,0.0,0.0,0.0,21.13,2.07,0.0
20190729:0110,0.0,0.0,0.0,20.59,2.34,0.0
20190729:0210,0.0,0.0,0.0,19.85,2.48,0.0
20190729:0310,0.0,0.0,0.0,19.38,2.41,0.0
20190729:0410,0.0,2.53,3.99,18.93,2.34,0.0
20190729:0510,9.11,22.67,12.9,19.1,2.48,0.0
20190729:0610,43.25,68.9,22.25,19.79,2.76,0.0
20190729:0710,115.62,157.36,31.69,20.47,3.1,0.0
20190729:0810,98.48,137.81,40.79,22.17,3.03,0.0
20190729:0910,110.44,153.22,48.91,23.53,2.97,0.0
20190729:1010,129.26,176.8,55.06,24.31,2.83,0.0
20190729:1110,164.94,221.22,57.89,24.94,2.55,0.0
20190729:1210,178.15,237.9,56.46,25.37,2.55,0.0
20190729:1310,371.81,480.64,51.28,25.7,2.55,0.0
20190729:1410,314.8,408.35,43.7,26.07,2.62,0.0
20190729:1510,316.82,413.47,34.84,26.02,2.76,0.0
20190729:1610,176.71,250.3,25.46,25.93,3.17,0.0
20190729:1710,59.01,97.43,16.04,25.47,3.1,0.0
20190729:1810,16.72,34.54,6.94,24.52,3.03,0.0
20190729:1910,0.0,0.0,0.0,22.5,2.83,0.0
20190729:2010,0.0,0.0,0.0,21.88,2.48,0.0
20190729:2110,0.0,0.0,0.0,21.41,2.21,0.0
20190729:2210,0.0,0.0,0.0,21.06,2.0,0.0
20190729:2310,0.0,0.0,0.0,20.53,1.52,0.0
20190730:0010,0.0,0.0,0.0,20.34,1.38,0.0
20190730:0110,0.0,0.0,0.0,20.06,1.31,0.0
20190730:0210,0.0,0.0,0.0,20.04,1.31,0.0
20190730:0310,0.0,0.0,0.0,19.69,1.31,0.0
20190730:0410,0.0,2.53,3.8,19.62,1.24,0.0
20190730:0510,12.06,27.2,12.72,19.83,1.24,0.0
20190730:0610,61.84,92.48,22.08,20.57,1.52,0.0
20190730:0710,137.28,184.14,31.52,20.79,1.72,0.0
20190730:0810,227.51,293.99,40.61,21.79,2.0,0.0
20190730:0910,230.11,298.47,48.71,22.77,2.34,0.0
20190730:1010,258.16,334.53,54.84,23.64,2.34,0.0
20190730:1110,176.12,234.82,57.65,24.54,2.21,0.0
20190730:1210,168.05,225.75,56.23,25.3,2.07,0.0
20190730:1310,179.14,239.98,51.07,25.71,1.93,0.0
20190730:1410,67.28,101.54,43.5,26.27,1.86,0.0
20190730:1510,48.02,77.06,34.66,26.53,2.0,0.0
20190730:1610,103.85,147.78,25.28,26.38,2.34,0.0
20190730:1710,14.68,31.73,15.85,25.87,2.21,0.0
20190730:1810,17.8,36.22,6.75,25.44,1.86,0.0
20190730:1910,0.0,0.0,0.0,24.19,1.03,0.0
20190730:2010,0.0,0.0,0.0,23.8,0.76,0.0
20190730:2110,0.0,0.0,0.0,22.3,1.38,0.0
20190730:2210,0.0,0.0,0.0,21.45,1.59,0.0
20190730:2310,0.0,0.0,0.0,20.22,1.45,0.0
20190731:0010,0.0,0.0,0.0,19.38,1.45,0.0
20190731:0110,0.0,0.0,0.0,19.28,1.86,0.0
20190731:0210,0.0,0.0,0.0,19.6,3.1,0.0
20190731:0310,0.0,0.0,0.0,19.04,3.52,0.0
20190731:0410,0.0,2.53,3.61,18.35,3.38,0.0
20190731:0510,17.9,35.36,12.54,18.2,3.1,0.0
20190731:0610,19.88,38.08,21.91,18.19,2.9,0.0
20190731:0710,37.97,61.65,31.34,17.39,1.72,0.0
20190731:0810,131.35,174.98,40.42,17.91,1.45,0.0
20190731:0910,279.44,353.23,48.51,18.31,1.52,0.0
20190731:1010,414.88,524.27,54.61,19.11,1.52,0.0
20190731:1110,48.02,75.25,57.41,20.58,1.38,0.0
20190731:1210,496.52,643.2,55.99,22.41,1.31,0.0
20190731:1310,37.62,62.56,50.85,22.75,1.45,0.0
20190731:1410,445.34,562.09,43.3,21.4,2.76,0.0
20190731:1510,371.68,474.93,34.47,20.94,2.21,0.0
20190731:1610,187.06,266.88,25.1,21.73,1.93,0.0
20190731:1710,65.0,101.23,15.66,22.16,1.72,0.0
20190731:1810,17.55,35.38,6.55,21.73,1.17,0.0
20190731:1910,0.0,0.0,0.0,19.83,0.69,0.0
20190731:2010,0.0,0.0,0.0,18.86,1.24,0.0
20190731:2110,0.0,0.0,0.0,17.67,1.38,0.0
20190731:2210,0.0,0.0,0.0,16.98,1.45,0.0
20190731:2310,0.0,0.0,0.0,17.19,1.79,0.0
20190801:0010,0.0,0.0,0.0,16.31,1.72,0.0
20190801:0110,0.0,0.0,0.0,15.22,1.52,0.0
20190801:0210,0.0,0.0,0.0,14.53,1.38,0.0
20190801:0310,0.0,0.0,0.0,14.0,1.24,0.0
20190801:0410,2.78,11.79,3.42,13.59,1.24,0.0
20190801:0510,56.26,95.05,12.36,14.55,0.76,0.0
20190801:0610,196.34,263.17,21.73,16.86,0.48,0.0
20190801:0710,358.77,455.91,31.16,18.11,0.48,0.0
20190801:0810,558.15,719.48,40.23,19.74,0.83,0.0
20190801:0910,117.77,160.48,48.3,20.54,1.72,0.0
20190801:1010,109.24,150.5,54.38,21.34,2.34,0.0
20190801:1110,404.63,513.66,57.16,21.35,2.34,0.0
20190801:1210,504.38,646.39,55.75,21.92,2.07,0.0
20190801:1310,248.23,320.88,50.62,22.33,1.93,0.0
20190801:1410,369.6,471.69,43.09,22.5,2.07,0.0
20190801:1510,352.19,453.22,34.27,22.57,2.28,0.0
20190801:1610,136.52,186.9,24.9,22.39,2.21,0.0
20190801:1710,64.09,97.27,15.47,22.23,2.0,0.0
20190801:1810,10.11,24.43,6.35,21.44,1.24,0.0
20190801:1910,0.0,0.0,0.0,20.46,1.31,0.0
20190801:2010,0.0,0.0,0.0,19.1,1.03,0.0
20190801:2110,0.0,0.0,0.0,18.72,0.97,0.0
20190801:2210,0.0,0.0,0.0,18.63,0.9,0.0
20190801:2310,0.0,0.0,0.0,19.0,0.69,0.0
20190802:0010,0.0,0.0,0.0,18.78,0.55,0.0
20190802:0110,0.0,0.0,0.0,17.69,0.83,0.0
20190802:0210,0.0,0.0,0.0,16.34,1.1,0.0
20190802:0310,0.0,0.0,0.0,15.7,1.17,0.0
20190802:0410,0.0,1.68,3.23,15.23,1.24,0.0
20190802:0510,10.48,24.48,12.18,15.8,0.9,0.0
20190802:0610,74.22,107.11,21.55,18.3,0.28,0.0
20190802:0710,174.84,228.36,30.98,19.23,1.1,0.0
20190802:0810,245.84,316.17,40.04,20.46,0.97,0.0
20190802:0910,298.42,384.1,48.09,21.25,0.69,0.0
20190802:1010,594.31,786.48,54.15,22.24,0.76,0.0
20190802:1110,442.47,575.57,56.91,23.16,0.97,0.0
20190802:1210,421.89,547.01,55.5,23.51,1.24,0.0
20190802:1310,397.81,513.12,50.39,23.49,1.52,0.0
20190802:1410,364.9,471.05,42.87,23.56,1.31,0.0
20190802:1510,28.01,49.87,34.07,22.54,1.03,0.0
20190802:1610,41.33,67.09,24.7,21.7,1.1,0.0
20190802:1710,37.23,61.65,15.27,20.97,0.76,0.0
20190802:1810,10.19,24.43,6.14,19.96,0.14,0.0
20190802:1910,0.0,0.0,0.0,18.78,0.69,0.0
20190802:2010,0.0,0.0,0.0,18.66,0.41,0.0
20190802:2110,0.0,0.0,0.0,17.24,0.76,0.0
20190802:2210,0.0,0.0,0.0,16.59,0.76,0.0
20190802:2310,0.0,0.0,0.0,15.79,0.9,0.0
20190803:0010,0.0,0.0,0.0,15.42,0.9,0.0
20190803:0110,0.0,0.0,0.0,15.5,0.69,0.0
20190803:0210,0.0,0.0,0.0,15.3,0.69,0.0
20190803:0310,0.0,0.0,0.0,14.36,1.03,0.0
20190803:0410,0.0,1.68,3.04,13.92,1.38,0.0
20190803:0510,18.26,35.36,11.99,14.33,0.97,0.0
20190803:0610,11.16,25.39,21.37,14.77,1.17,0.0
20190803:0710,94.11,129.65,30.8,16.39,1.38,0.0
20190803:0810,169.79,219.59,39.85,16.86,1.59,0.0
20190803:0910,249.13,315.77,47.88,17.97,1.66,0.0
20190803:1010,448.73,564.7,53.91,19.13,2.07,0.0
20190803:1110,611.86,781.98,56.65,20.0,2.34,0.0
20190803:1210,639.25,821.47,55.24,20.58,2.34,0.0
20190803:1310,587.77,749.86,50.16,21.06,2.48,0.0
20190803:1410,134.81,181.33,42.66,21.35,2.48,0.0
20190803:1510,154.23,204.63,33.86,21.1,2.34,0.0
20190803:1610,20.24,38.99,24.5,20.94,2.48,0.0
20190803:1710,57.6,87.69,15.06,20.23,1.86,0.0
20190803:1810,12.46,27.8,5.93,19.8,1.93,0.0
20190803:1910,0.0,0.0,0.0,18.0,2.48,0.0
20190803:2010,0.0,0.0,0.0,17.08,2.07,0.0
20190803:2110,0.0,0.0,0.0,16.59,1.59,0.0
20190803:2210,0.0,0.0,0.0,16.19,1.17,0.0
20190803:2310,0.0,0.0,0.0,15.8,0.69,0.0
20190804:0010,0.0,0.0,0.0,15.27,0.76,0.0
20190804:0110,0.0,0.0,0.0,14.44,1.24,0.0
20190804:0210,0.0,0.0,0.0,14.02,1.38,0.0
20190804:0310,0.0,0.0,0.0,13.68,1.38,0.0
20190804:0410,0.75,7.58,2.84,13.1,1.38,0.0
20190804:0510,53.02,89.62,11.8,13.82,1.03,0.0
20190804:0610,212.17,284.7,21.18,16.4,1.03,0.0
20190804:0710,317.24,399.19,30.61,17.19,1.03,0.0
20190804:0810,351.34,442.6,39.65,18.38,1.03,0.0
20190804:0910,476.35,605.44,47.66,19.15,1.17,0.0
20190804:1010,437.59,557.3,53.67,19.88,1.24,0.0
20190804:1110,501.56,643.74,56.39,20.77,1.45,0.0
20190804:1210,633.56,830.04,54.98,21.64,1.45,0.0
20190804:1310,585.6,762.66,49.91,22.27,1.45,0.0
20190804:1410,537.14,694.2,42.43,22.59,1.52,0.0
20190804:1510,374.23,485.85,33.64,22.9,1.52,0.0
20190804:1610,185.54,271.44,24.29,23.12,1.59,0.0
20190804:1710,32.38,67.32,14.85,22.79,1.45,0.0
20190804:1810,12.87,28.64,5.71,21.96,1.17,0.0
20190804:1910,0.0,0.0,0.0,20.77,1.72,0.0
20190804:2010,0.0,0.0,0.0,19.18,1.66,0.0
20190804:2110,0.0,0.0,0.0,17.79,1.52,0.0
20190804:2210,0.0,0.0,0.0,17.04,1.52,0.0
20190804:2310,0.0,0.0,0.0,16.4,1.52,0.0
20190805:0010,0.0,0.0,0.0,15.92,1.31,0.0
20190805:0110,0.0,0.0,0.0,15.27,1.31,0.0
20190805:0210,0.0,0.0,0.0,14.65,1.38,0.0
20190805:0310,0.0,0.0,0.0,14.44,1.38,0.0
20190805:0410,0.0,1.68,2.64,14.49,1.59,0.0
20190805:0510,20.8,38.99,11.61,15.63,1.45,0.0
20190805:0610,147.2,198.2,21.0,17.82,1.17,0.0
20190805:0710,152.24,202.23,30.42,21.15,2.07,0.0
20190805:0810,71.33,105.17,39.45,23.28,2.83,0.0
20190805:0910,62.21,94.29,47.44,24.59,3.45,0.0
20190805:1010,134.94,184.05,53.42,25.05,3.59,0.0
20190805:1110,90.08,128.74,56.12,24.31,3.17,0.0
20190805:1210,66.99,100.64,54.72,25.38,3.17,0.0
20190805:1310,403.39,519.82,49.66,25.69,2.9,0.0
20190805:1410,367.36,470.85,42.2,24.49,2.76,0.0
20190805:1510,244.74,318.89,33.43,23.53,2.07,0.0
20190805:1610,161.16,225.21,24.07,23.22,1.03,0.0
20190805:1710,59.95,92.91,14.63,22.72,1.17,0.0
20190805:1810,9.58,23.59,5.49,21.33,1.59,0.0
20190805:1910,0.0,0.0,0.0,21.06,1.86,0.0
20190805:2010,0.0,0.0,0.0,20.51,1.72,0.0
20190805:2110,0.0,0.0,0.0,19.8,1.79,0.0
20190805:2210,0.0,0.0,0.0,19.05,1.79,0.0
20190805:2310,0.0,0.0,0.0,18.2,1.79,0.0
20190806:0010,0.0,0.0,0.0,17.31,1.66,0.0
20190806:0110,0.0,0.0,0.0,16.62,1.59,0.0
20190806:0210,0.0,0.0,0.0,16.36,1.52,0.0
20190806:0310,0.0,0.0,0.0,15.78,1.59,0.0
20190806:0410,0.73,7.58,2.44,15.51,1.52,0.0
20190806:0510,46.35,88.3,11.42,16.07,1.24,0.0
20190806:0610,209.38,286.23,20.81,19.2,0.97,0.0
20190806:0710,388.56,496.38,30.23,20.46,1.1,0.0
20190806:0810,487.94,624.88,39.25,22.28,1.66,0.0
20190806:0910,365.95,467.3,47.22,23.51,2.62,0.0
20190806:1010,308.17,395.36,53.17,24.14,3.38,0.0
20190806:1110,96.16,135.09,55.85,22.59,3.79,0.0
20190806:1210,406.05,512.87,54.45,21.45,2.97,0.0
20190806:1310,173.35,227.91,49.41,21.42,2.48,0.0
20190806:1410,227.76,294.46,41.96,22.64,3.03,0.0
20190806:1510,166.64,220.85,33.2,22.74,2.97,0.0
20190806:1610,138.95,189.22,23.85,20.35,2.76,0.0
20190806:1710,59.42,91.53,14.41,19.94,1.59,0.0
20190806:1810,0.69,7.58,5.26,19.98,1.59,0.0
20190806:1910,0.0,0.0,0.0,18.65,1.93,0.0
20190806:2010,0.0,0.0,0.0,17.97,1.86,0.0
20190806:2110,0.0,0.0,0.0,17.52,1.66,0.0
20190806:2210,0.0,0.0,0.0,17.25,1.66,0.0
20190806:2310,0.0,0.0,0.0,16.86,1.59,0.0
20190807:0010,0.0,0.0,0.0,16.71,1.79,0.0
20190807:0110,0.0,0.0,0.0,16.71,2.0,0.0
20190807:0210,0.0,0.0,0.0,16.82,2.21,0.0
20190807:0310,0.0,0.0,0.0,16.71,2.0,0.0
20190807:0410,0.0,0.84,2.23,16.53,1.79,0.0
20190807:0510,20.0,38.08,11.23,16.92,1.79,0.0
20190807:0610,11.56,26.29,20.62,18.21,2.14,0.0
20190807:0710,21.19,39.89,30.04,18.23,2.0,0.0
20190807:0810,32.14,54.4,39.04,18.52,2.83,0.0
20190807:0910,161.11,209.88,46.99,18.17,2.76,0.0
20190807:1010,156.5,204.9,52.92,18.78,2.97,0.0
20190807:1110,367.04,460.7,55.58,19.91,2.97,0.0
20190807:1210,220.09,283.63,54.18,21.49,3.52,0.0
20190807:1310,61.51,91.57,49.15,19.75,3.24,0.0
20190807:1410,80.8,115.14,41.72,19.71,2.55,0.0
20190807:1510,30.63,52.59,32.97,19.1,2.21,0.0
20190807:1610,21.11,39.89,23.63,18.97,2.07,0.0
20190807:1710,5.74,17.23,14.19,18.51,1.79,0.0
20190807:1810,0.0,5.05,5.03,18.13,1.79,0.0
20190807:1910,0.0,0.0,0.0,17.95,2.34,0.0
20190807:2010,0.0,0.0,0.0,17.48,2.76,0.0
20190807:2110,0.0,0.0,0.0,17.0,2.97,0.0
20190807:2210,0.0,0.0,0.0,16.73,2.9,0.0
20190807:2310,0.0,0.0,0.0,16.49,2.62,0.0
20190808:0010,0.0,0.0,0.0,15.99,2.41,0.0
20190808:0110,0.0,0.0,0.0,15.44,2.28,0.0
20190808:0210,0.0,0.0,0.0,15.11,2.21,0.0
20190808:0310,0.0,0.0,0.0,14.83,2.28,0.0
20190808:0410,0.0,0.0,0.0,14.66,2.41,0.0
20190808:0510,49.43,85.88,11.03,15.08,2.41,0.0
20190808:0610,198.98,264.43,20.43,16.45,2.76,0.0
